Food_name,Food_Type,Food_description,Energy (kcal),Water (g),Sugar (g),Vitamin C (mg),Calcium (mg),Carbohydrate (g),Protein (g),Sodium (mg),Vitamin E (mg),Copper (mg),Iron (mg),Magnesium (mg),Phosphorus (mg),Potassium (mg),Zinc (mg),Total Fat (g),Saturated_fat (g),Fiber total dietary (g)
Persimmon,,,70,80.32,12.53,7.5,8,18.59,0.58,1,0.73,0.113,0.15,9,17,161,0.11,0.19,0.02,3.6
